Nombre	Provincia	Cuenta Individual	Latitud	Longitud	day	month	year
Ara macao	Puntarenas	2	9.710571	-84.62574	13	1	2023
Ara macao	Puntarenas	3	9.800148	-84.60559	5	4	2023
Ara macao	Puntarenas	32	8.828844	-83.53253	8	3	2023
Ara macao	Puntarenas	1	8.48025	-83.58934	12	3	2023
Ara macao	Puntarenas	2	9.090917	-83.677055	12	1	2023
Ara macao	Puntarenas	2	9.153	-83.748	18	2	2023
Ara macao	Puntarenas	4	9.756832	-84.61199	14	1	2023
Ara macao	Puntarenas	6	8.724426	-83.6476	30	12	2023
Ara macao	Puntarenas	8	9.756832	-84.61199	22	10	2022
Ara macao	Puntarenas	3	9.808	-84.611	21	12	2015
Ara macao	Puntarenas	2	8.403687	-83.33671	2	1	2023
Ara macao	Puntarenas	12	9.808	-84.611	3	11	2023
Ara macao	Puntarenas	2	8.681657	-83.66458	21	5	2023
Ara macao	Puntarenas	2	9.403884	-84.15548	16	1	2023
Ara macao	Puntarenas	3	9.764551	-84.62726	27	6	2023
Ara macao	Puntarenas	4	8.412669	-83.282104	19	12	2023
Ara macao	Puntarenas	3	9.760864	-84.59789	25	6	2023
Ara macao	Puntarenas	1	8.480055	-83.59735	3	1	2023
Ara macao	Puntarenas	4	9.645952	-84.60518	7	4	2023
Ara macao	Puntarenas	2	8.734667	-83.415985	28	12	2023
Ara macao	Puntarenas	2	8.48025	-83.58934	7	12	2023
Ara macao	Puntarenas	2	8.67776	-83.5094	17	7	2023
Ara macao	Puntarenas	2	8.671762	-83.30573	29	12	2023
Ara macao	Puntarenas	2	8.57396	-83.521545	22	1	2018
Ara macao	Puntarenas	1	10.009918	-84.72509	2	7	2023
Ara macao	Puntarenas	10	8.671762	-83.30573	24	1	2023
Ara macao	Puntarenas	2	8.48025	-83.58934	30	1	2023
Ara macao	Puntarenas	30	9.779773	-84.62634	14	7	2023
Ara macao	Puntarenas	6	9.780881	-84.6061	27	5	2023
Ara macao	Puntarenas	2	8.701715	-83.65016	6	12	2023
Ara macao	Puntarenas	4	9.766389	-84.62746	26	6	2023
Ara macao	Puntarenas	2	8.640471	-83.73159	2	2	2023
Ara macao	Puntarenas	4	8.525263	-83.40278	11	12	2023
Ara macao	Puntarenas	2	9.502736	-84.328224	8	1	2023
Ara macao	Puntarenas	6	9.384527	-84.14306	28	12	2023
Ara macao	Puntarenas	3	9.800148	-84.60559	7	7	2023
Ara macao	Puntarenas	12	8.523466	-83.33383	16	12	2023
Ara macao	Puntarenas	2	9.621878	-84.63518	26	6	2023
Ara macao	Puntarenas	6	8.571876	-83.39836	13	5	2023
Ara macao	Puntarenas	11	8.63694	-83.16698	7	1	2023
Ara macao	Puntarenas	1	8.631499	-83.72606	21	1	2023
Ara macao	Puntarenas	2	9.756832	-84.61199	21	6	2023
Ara macao	Puntarenas	12	8.448813	-83.46206	31	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	10	1	2023
Ara macao	Puntarenas	2	9.825228	-84.595276	26	6	2023
Ara macao	Puntarenas	7	8.744052	-83.36324	29	5	2023
Ara macao	Puntarenas	22	8.689055	-83.47608	6	6	2023
Ara macao	Puntarenas	10	9.779773	-84.62634	28	12	2023
Ara macao	Puntarenas	28	8.689055	-83.47608	26	1	2023
Ara macao	Puntarenas	16	8.528403	-83.333725	28	11	2023
Ara macao	Puntarenas	4	8.406392	-83.336525	30	5	2023
Ara macao	Puntarenas	6	8.410564	-83.34913	11	10	2023
Ara macao	Puntarenas	3	9.582538	-84.608505	23	1	2023
Ara macao	Puntarenas	5	9.756832	-84.61199	17	1	2023
Ara macao	Puntarenas	8	9.756832	-84.61199	27	1	2023
Ara macao	Puntarenas	2	9.960756	-84.7361	27	6	2023
Ara macao	Puntarenas	4	9.820189	-84.60742	11	1	2023
Ara macao	Puntarenas	3	8.48025	-83.58934	13	7	2023
Ara macao	Puntarenas	5	9.780881	-84.6061	27	5	2023
Ara macao	Puntarenas	5	9.756832	-84.61199	17	1	2023
Ara macao	Puntarenas	9	9.782181	-84.636185	2	3	2023
Ara macao	Puntarenas	2	9.185381	-83.7725	31	12	2023
Ara macao	Puntarenas	7	8.652015	-83.164536	2	12	2023
Ara macao	Puntarenas	8	8.523504	-83.401024	16	12	2023
Ara macao	Puntarenas	2	8.528057	-83.401146	16	12	2023
Ara macao	Puntarenas	2	9.764551	-84.62726	25	1	2023
Ara macao	Puntarenas	8	9.959589	-85.22329	1	6	2023
Ara macao	Puntarenas	6	9.556555	-84.5528	15	12	2023
Ara macao	Puntarenas	1	9.661949	-84.63911	9	2	2019
Ara macao	Puntarenas	4	9.779773	-84.62634	24	3	2023
Ara macao	Puntarenas	1	8.400109	-83.28505	23	1	2023
Ara macao	Puntarenas	4	8.48025	-83.58934	10	2	2023
Ara macao	Puntarenas	2	8.707413	-83.1862	29	1	2023
Ara macao	Puntarenas	13	8.703802	-83.48698	10	12	2023
Ara macao	Puntarenas	6	8.406085	-83.33662	22	1	2023
Ara macao	Puntarenas	5	9.616791	-84.63314	11	6	2023
Ara macao	Puntarenas	4	8.680394	-83.66636	21	5	2023
Ara macao	Puntarenas	8	9.780881	-84.6061	5	2	2023
Ara macao	Puntarenas	2	9.802226	-84.61367	4	2	2023
Ara macao	Puntarenas	2	8.734667	-83.415985	7	7	2023
Ara macao	Puntarenas	2	8.694757	-83.67421	22	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	13	5	2023
Ara macao	Puntarenas	20	9.761793	-84.62694	14	6	2023
Ara macao	Puntarenas	2	8.48025	-83.58934	22	12	2023
Ara macao	Puntarenas	3	9.75549	-84.62697	3	1	2023
Ara macao	Puntarenas	4	9.780881	-84.6061	7	12	2023
Ara macao	Puntarenas	4	9.401233	-84.16338	30	1	2023
Ara macao	Puntarenas	2	9.808	-84.611	19	6	2023
Ara macao	Puntarenas	2	9.271514	-83.880745	13	2	2023
Ara macao	Puntarenas	2	8.684619	-83.56936	24	7	2023
Ara macao	Puntarenas	2	8.403687	-83.33671	21	12	2023
Ara macao	Puntarenas	4	9.715126	-84.63432	22	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	9	3	2023
Ara macao	Puntarenas	2	8.694042	-83.6736	13	5	2023
Ara macao	Puntarenas	1	9.756832	-84.61199	20	2	2020
Ara macao	Puntarenas	5	9.779773	-84.62634	17	1	2023
Ara macao	Puntarenas	5	9.779773	-84.62634	9	3	2023
Ara macao	Puntarenas	2	8.694539	-83.675	30	12	2023
Ara macao	Puntarenas	7	9.415978	-84.15469	26	1	2023
Ara macao	Puntarenas	8	9.808	-84.611	23	6	2023
Ara macao	Puntarenas	6	8.689055	-83.47608	18	3	2019
Ara macao	Puntarenas	4	8.538632	-83.299904	29	12	2023
Ara macao	Puntarenas	2	8.780434	-83.65779	28	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	20	1	2023
Ara macao	Puntarenas	8	9.528883	-84.386665	8	1	2023
Ara macao	Puntarenas	16	9.720096	-85.01807	7	1	2023
Ara macao	Puntarenas	4	9.569943	-84.59618	23	7	2023
Ara macao	Puntarenas	1	8.698601	-83.330826	4	1	2023
Ara macao	Puntarenas	20	9.743025	-85.01608	4	12	2023
Ara macao	Puntarenas	6	8.640471	-83.73159	3	2	2023
Ara macao	Puntarenas	10	8.690218	-83.668274	8	3	2023
Ara macao	Puntarenas	8	9.416278	-84.15572	6	1	2023
Ara macao	Puntarenas	2	8.744052	-83.36324	2	7	2023
Ara macao	Puntarenas	3	9.780881	-84.6061	19	12	2023
Ara macao	Puntarenas	5	8.407858	-83.34307	13	5	2023
Ara macao	Puntarenas	1	8.551744	-83.38409	7	1	2023
Ara macao	Puntarenas	5	9.403884	-84.15548	14	1	2023
Ara macao	Puntarenas	1	9.4124	-84.15586	21	12	2023
Ara macao	Puntarenas	20	8.800619	-83.613686	12	12	2023
Ara macao	Puntarenas	2	9.779773	-84.62634	20	11	2023
Ara macao	Puntarenas	8	8.397921	-83.281425	24	12	2023
Ara macao	Puntarenas	2	9.782181	-84.636185	15	6	2023
Ara macao	Puntarenas	2	8.510501	-83.29248	26	12	2023
Ara macao	Puntarenas	5	8.48025	-83.58934	7	3	2023
Ara macao	Puntarenas	3	9.781225	-84.62203	5	1	2023
Ara macao	Puntarenas	3	8.708927	-83.6383	7	12	2023
Ara macao	Puntarenas	2	9.756832	-84.61199	31	3	2023
Ara macao	Puntarenas	10	9.796523	-84.59653	29	3	2023
Ara macao	Puntarenas	6	9.778831	-84.62581	25	5	2023
Ara macao	Puntarenas	4	9.780881	-84.6061	17	5	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	12	1	2023
Ara macao	Puntarenas	2	8.671762	-83.30573	27	5	2023
Ara macao	Puntarenas	2	8.525263	-83.40278	7	12	2023
Ara macao	Puntarenas	4	9.808	-84.611	18	12	2023
Ara macao	Puntarenas	4	9.598539	-85.08538	7	1	2023
Ara macao	Puntarenas	4	9.569943	-84.59618	21	7	2023
Ara macao	Puntarenas	8	8.744052	-83.36324	27	6	2023
Ara macao	Puntarenas	10	8.52111	-83.39991	5	3	2023
Ara macao	Puntarenas	4	9.796523	-84.59653	31	12	2023
Ara macao	Puntarenas	2	9.808	-84.611	29	1	2023
Ara macao	Puntarenas	3	8.534314	-83.37999	8	6	2023
Ara macao	Puntarenas	4	9.756832	-84.61199	8	12	2023
Ara macao	Puntarenas	2	8.638654	-83.1792	2	12	2023
Ara macao	Puntarenas	6	8.640471	-83.73159	3	2	2023
Ara macao	Puntarenas	2	9.404882	-84.14848	27	12	2023
Ara macao	Puntarenas	4	9.787128	-84.925964	21	5	2023
Ara macao	Puntarenas	2	8.618763	-83.47601	28	2	2023
Ara macao	Puntarenas	4	8.355116	-83.135284	31	12	2023
Ara macao	Puntarenas	1	9.636457	-84.635666	6	3	2023
Ara macao	Puntarenas	3	8.859308	-83.47222	27	3	2019
Ara macao	Puntarenas	2	8.557729	-83.57622	24	5	2023
Ara macao	Puntarenas	4	8.525806	-83.32831	21	4	2023
Ara macao	Puntarenas	4	8.687083	-83.66377	3	6	2023
Ara macao	Puntarenas	2	8.640192	-83.16565	22	6	2023
Ara macao	Puntarenas	1	9.153	-83.748	4	1	2023
Ara macao	Puntarenas	10	9.25347	-83.86707	31	12	2023
Ara macao	Puntarenas	2	9.417374	-84.15788	26	12	2023
Ara macao	Puntarenas	4	9.124237	-83.6981	1	1	2023
Ara macao	Puntarenas	12	8.523466	-83.33383	16	12	2023
Ara macao	Puntarenas	6	8.403687	-83.33671	13	6	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	26	5	2023
Ara macao	Puntarenas	7	9.403916	-84.155075	24	12	2023
Ara macao	Puntarenas	3	8.649651	-83.71281	11	6	2023
Ara macao	Puntarenas	20	9.779773	-84.62634	11	4	2023
Ara macao	Puntarenas	5	9.645952	-84.60518	5	7	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	6	1	2023
Ara macao	Puntarenas	3	9.780881	-84.6061	19	4	2022
Ara macao	Puntarenas	2	8.683464	-83.55967	5	12	2023
Ara macao	Puntarenas	8	9.779773	-84.62634	12	2	2019
Ara macao	Puntarenas	2	9.779773	-84.62634	16	1	2023
Ara macao	Puntarenas	2	9.521984	-84.36584	2	4	2023
Ara macao	Puntarenas	3	9.149633	-83.73391	28	12	2023
Ara macao	Puntarenas	2	9.153	-83.748	17	6	2023
Ara macao	Puntarenas	2	9.597392	-84.58407	22	11	2023
Ara macao	Puntarenas	2	9.159512	-83.742455	2	1	2023
Ara macao	Puntarenas	2	8.70855	-83.18633	3	12	2023
Ara macao	Puntarenas	9	8.687083	-83.66377	27	12	2023
Ara macao	Puntarenas	2	9.583276	-84.571014	16	1	2023
Ara macao	Puntarenas	1	8.387432	-83.30635	29	12	2023
Ara macao	Puntarenas	2	9.585144	-84.61826	15	1	2023
Ara macao	Puntarenas	8	8.535528	-83.30426	3	2	2023
Ara macao	Puntarenas	8	9.725738	-84.651215	19	3	2023
Ara macao	Puntarenas	2	8.683464	-83.55967	4	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	30	12	2023
Ara macao	Puntarenas	2	8.681657	-83.66458	27	12	2023
Ara macao	Puntarenas	10	9.149633	-83.73391	26	12	2023
Ara macao	Puntarenas	2	8.538632	-83.299904	10	12	2023
Ara macao	Puntarenas	5	8.533258	-83.29512	24	12	2023
Ara macao	Puntarenas	11	8.700181	-83.19572	24	1	2023
Ara macao	Puntarenas	6	9.401207	-84.16385	31	3	2023
Ara macao	Puntarenas	1	8.405366	-83.33655	22	9	2023
Ara macao	Puntarenas	2	9.077816	-83.63931	13	5	2023
Ara macao	Puntarenas	1	8.695498	-83.67623	13	5	2023
Ara macao	Puntarenas	2	8.689639	-83.481804	13	5	2023
Ara macao	Puntarenas	5	8.537982	-83.29448	11	5	2023
Ara macao	Puntarenas	4	9.492146	-84.32673	15	1	2023
Ara macao	Puntarenas	3	9.756832	-84.61199	17	1	2023
Ara macao	Puntarenas	2	8.689055	-83.47608	21	8	2023
Ara macao	Puntarenas	4	9.758384	-84.62774	13	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	19	1	2023
Ara macao	Puntarenas	4	8.687083	-83.66377	1	6	2023
Ara macao	Puntarenas	22	8.443185	-83.46236	2	12	2023
Ara macao	Puntarenas	1	9.779773	-84.62634	27	12	2023
Ara macao	Puntarenas	1	9.808	-84.611	15	1	2023
Ara macao	Puntarenas	8	9.416278	-84.15572	4	1	2023
Ara macao	Puntarenas	10	9.538676	-84.45337	12	11	2023
Ara macao	Puntarenas	2	8.708644	-83.1841	16	12	2023
Ara macao	Puntarenas	2	8.641439	-83.65772	16	12	2023
Ara macao	Puntarenas	2	8.687083	-83.66377	13	5	2023
Ara macao	Puntarenas	6	9.700872	-84.66863	13	12	2023
Ara macao	Puntarenas	24	9.782128	-84.637924	19	6	2023
Ara macao	Puntarenas	10	8.412669	-83.282104	28	1	2023
Ara macao	Puntarenas	2	9.808	-84.611	1	7	2023
Ara macao	Puntarenas	2	8.689055	-83.47608	5	12	2023
Ara macao	Puntarenas	2	9.694063	-84.62984	17	2	2023
Ara macao	Puntarenas	4	9.80505	-84.6161	14	10	2023
Ara macao	Puntarenas	6	9.780881	-84.6061	8	4	2023
Ara macao	Puntarenas	2	8.722144	-83.20674	27	5	2023
Ara macao	Puntarenas	2	8.651202	-83.71312	21	1	2023
Ara macao	Puntarenas	6	9.776338	-85.01536	18	12	2023
Ara macao	Puntarenas	4	9.779773	-84.62634	17	1	2023
Ara macao	Puntarenas	6	8.403687	-83.33671	18	8	2023
Ara macao	Puntarenas	5	9.808	-84.611	8	7	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	2	2	2023
Ara macao	Puntarenas	2	8.648242	-83.66701	16	12	2023
Ara macao	Puntarenas	4	8.538632	-83.299904	28	12	2023
Ara macao	Puntarenas	1	9.760864	-84.59789	21	1	2023
Ara macao	Puntarenas	6	10.059451	-84.9423	2	7	2023
Ara macao	Puntarenas	5	8.448261	-83.50862	21	5	2023
Ara macao	Puntarenas	5	9.756832	-84.61199	17	1	2023
Ara macao	Puntarenas	1	8.688741	-83.47599	22	5	2023
Ara macao	Puntarenas	2	8.649651	-83.71281	1	10	2023
Ara macao	Puntarenas	4	8.852919	-83.510445	13	12	2023
Ara macao	Puntarenas	10	9.779773	-84.62634	5	7	2023
Ara macao	Puntarenas	6	9.780881	-84.6061	27	5	2023
Ara macao	Puntarenas	2	9.616791	-84.63314	13	1	2023
Ara macao	Puntarenas	6	9.808	-84.611	29	12	2023
Ara macao	Puntarenas	2	9.118241	-83.69501	28	12	2023
Ara macao	Puntarenas	2	8.681657	-83.66458	28	12	2023
Ara macao	Puntarenas	2	9.599779	-85.0901	16	2	2023
Ara macao	Puntarenas	15	9.254614	-83.86241	13	5	2023
Ara macao	Puntarenas	2	9.112	-83.69604	24	12	2023
Ara macao	Puntarenas	6	8.407949	-83.28279	16	3	2023
Ara macao	Puntarenas	2	8.640471	-83.73159	2	2	2023
Ara macao	Puntarenas	3	9.761041	-84.62657	2	3	2023
Ara macao	Puntarenas	4	8.62076	-83.73487	1	3	2023
Ara macao	Puntarenas	3	9.616076	-85.078415	20	2	2023
Ara macao	Puntarenas	1	8.52111	-83.39991	9	1	2023
Ara macao	Puntarenas	9	8.443185	-83.46236	19	1	2023
Ara macao	Puntarenas	3	9.755537	-84.62621	18	11	2023
Ara macao	Puntarenas	3	8.689639	-83.481804	13	5	2023
Ara macao	Puntarenas	2	8.531991	-83.32285	26	5	2023
Ara macao	Puntarenas	2	9.512704	-84.32078	20	12	2023
Ara macao	Puntarenas	2	9.777911	-84.62594	22	12	2023
Ara macao	Puntarenas	6	8.695481	-83.67697	11	9	2023
Ara macao	Puntarenas	12	9.779773	-84.62634	12	6	2023
Ara macao	Puntarenas	8	8.525614	-83.40184	19	12	2023
Ara macao	Puntarenas	4	9.390953	-84.147194	27	12	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	1	3	2023
Ara macao	Puntarenas	6	9.645952	-84.60518	8	1	2023
Ara macao	Puntarenas	7	9.636457	-84.635666	23	9	2023
Ara macao	Puntarenas	2	8.536047	-83.30159	19	12	2023
Ara macao	Puntarenas	3	8.545292	-83.30952	3	2	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	30	12	2023
Ara macao	Puntarenas	2	9.124507	-83.69788	14	11	2023
Ara macao	Puntarenas	12	8.523466	-83.33383	16	12	2023
Ara macao	Puntarenas	3	8.687083	-83.66377	14	10	2023
Ara macao	Puntarenas	2	9.616791	-84.63314	13	5	2023
Ara macao	Puntarenas	4	8.687175	-83.57098	10	6	2023
Ara macao	Puntarenas	1	9.756832	-84.61199	21	2	2023
Ara macao	Puntarenas	4	8.780346	-83.51175	13	5	2023
Ara macao	Puntarenas	2	8.639021	-83.16215	16	12	2023
Ara macao	Puntarenas	9	9.764551	-84.62726	16	1	2023
Ara macao	Puntarenas	2	8.406085	-83.33662	15	3	2023
Ara macao	Puntarenas	4	9.422497	-84.16935	14	1	2023
Ara macao	Puntarenas	2	9.197716	-83.77718	4	6	2023
Ara macao	Puntarenas	3	8.739355	-83.410774	9	1	2023
Ara macao	Puntarenas	2	9.271514	-83.880745	19	11	2023
Ara macao	Puntarenas	3	8.618763	-83.47601	5	3	2017
Ara macao	Puntarenas	2	8.62076	-83.73487	15	4	2023
Ara macao	Puntarenas	1	9.778833	-84.62233	7	12	2023
Ara macao	Puntarenas	4	9.154921	-83.748245	10	2	2023
Ara macao	Puntarenas	13	9.931759	-84.720406	28	6	2023
Ara macao	Puntarenas	2	9.825228	-84.595276	26	6	2023
Ara macao	Puntarenas	8	8.403687	-83.33671	10	6	2023
Ara macao	Puntarenas	8	8.654448	-83.505005	16	12	2023
Ara macao	Puntarenas	6	9.808	-84.611	23	3	2023
Ara macao	Puntarenas	2	9.71691	-84.63562	14	1	2023
Ara macao	Puntarenas	4	9.780881	-84.6061	13	1	2023
Ara macao	Puntarenas	2	8.739355	-83.410774	10	1	2023
Ara macao	Puntarenas	2	9.149633	-83.73391	18	12	2023
Ara macao	Puntarenas	2	8.763137	-83.52672	13	5	2023
Ara macao	Puntarenas	2	8.707413	-83.1862	29	1	2023
Ara macao	Puntarenas	2	8.671762	-83.30573	15	6	2023
Ara macao	Puntarenas	2	8.535528	-83.30426	24	1	2018
Ara macao	Puntarenas	1	9.271514	-83.880745	9	2	2023
Ara macao	Puntarenas	1	9.779773	-84.62634	20	2	2020
Ara macao	Puntarenas	15	9.254614	-83.86241	13	5	2023
Ara macao	Puntarenas	6	9.14735	-83.70183	25	12	2023
Ara macao	Puntarenas	2	8.577331	-83.421165	25	3	2023
Ara macao	Puntarenas	4	9.778054	-84.62641	26	6	2023
Ara macao	Puntarenas	3	8.86905	-83.46911	24	12	2023
Ara macao	Puntarenas	2	8.412651	-83.34691	3	10	2023
Ara macao	Puntarenas	3	9.75549	-84.62697	15	2	2023
Ara macao	Puntarenas	6	8.679522	-83.562126	30	11	2023
Ara macao	Puntarenas	10	8.421342	-83.2788	19	2	2023
Ara macao	Puntarenas	4	8.408635	-83.3429	14	10	2023
Ara macao	Puntarenas	2	9.800148	-84.60559	28	12	2023
Ara macao	Puntarenas	2	8.729335	-83.6427	23	12	2023
Ara macao	Puntarenas	6	9.604897	-85.0878	27	5	2023
Ara macao	Puntarenas	1	9.64871	-84.598526	12	1	2023
Ara macao	Puntarenas	7	9.754901	-84.61976	28	1	2023
Ara macao	Puntarenas	1	8.482727	-83.591835	21	12	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	6	1	2023
Ara macao	Puntarenas	4	8.412669	-83.282104	26	2	2023
Ara macao	Puntarenas	4	8.689055	-83.47608	27	12	2023
Ara macao	Puntarenas	5	8.718831	-83.63946	23	12	2023
Ara macao	Puntarenas	2	8.70855	-83.18699	3	12	2023
Ara macao	Puntarenas	2	9.808	-84.611	20	6	2023
Ara macao	Puntarenas	4	9.407875	-84.15974	11	7	2018
Ara macao	Puntarenas	4	9.756832	-84.61199	15	1	2023
Ara macao	Puntarenas	4	8.689055	-83.47608	25	5	2023
Ara macao	Puntarenas	9	9.764551	-84.62726	16	1	2023
Ara macao	Puntarenas	2	9.582336	-84.57794	9	4	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	3	11	2023
Ara macao	Puntarenas	3	8.528769	-83.40529	15	12	2023
Ara macao	Puntarenas	8	8.718831	-83.63946	29	12	2023
Ara macao	Puntarenas	3	9.800148	-84.60559	31	12	2023
Ara macao	Puntarenas	7	8.52111	-83.39991	15	11	2023
Ara macao	Puntarenas	2	8.689055	-83.47608	11	6	2023
Ara macao	Puntarenas	2	9.490671	-84.04725	20	12	2023
Ara macao	Puntarenas	2	9.529567	-84.37725	20	12	2023
Ara macao	Puntarenas	3	9.592082	-84.58357	5	12	2023
Ara macao	Puntarenas	7	9.800148	-84.60559	29	12	2023
Ara macao	Puntarenas	2	8.644517	-83.1721	8	6	2023
Ara macao	Puntarenas	11	8.557754	-83.38463	3	2	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	29	1	2023
Ara macao	Puntarenas	2	9.756832	-84.61199	4	1	2023
Ara macao	Puntarenas	3	9.271514	-83.880745	29	12	2023
Ara macao	Puntarenas	4	9.42681	-84.15631	18	12	2023
Ara macao	Puntarenas	1	9.271514	-83.880745	1	7	2023
Ara macao	Puntarenas	12	9.779773	-84.62634	21	5	2023
Ara macao	Puntarenas	8	9.775991	-84.63494	25	6	2023
Ara macao	Puntarenas	4	9.780881	-84.6061	14	6	2023
Ara macao	Puntarenas	4	8.657625	-83.25717	24	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	30	6	2023
Ara macao	Puntarenas	15	8.689055	-83.47608	8	6	2023
Ara macao	Puntarenas	1	8.48025	-83.58934	20	1	2023
Ara macao	Puntarenas	4	8.459955	-83.462875	1	7	2023
Ara macao	Puntarenas	7	9.808	-84.611	16	1	2023
Ara macao	Puntarenas	1	9.787128	-84.925964	27	5	2023
Ara macao	Puntarenas	2	9.664174	-84.65994	9	1	2023
Ara macao	Puntarenas	2	9.760864	-84.59789	21	12	2023
Ara macao	Puntarenas	12	8.523466	-83.33383	16	12	2023
Ara macao	Puntarenas	1	8.793712	-83.594154	13	5	2023
Ara macao	Puntarenas	2	9.800148	-84.60559	31	12	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	22	12	2023
Ara macao	Puntarenas	2	9.808	-84.611	19	1	2023
Ara macao	Puntarenas	5	8.412669	-83.282104	3	1	2023
Ara macao	Puntarenas	6	8.651202	-83.71312	22	1	2023
Ara macao	Puntarenas	8	8.528403	-83.333725	12	12	2023
Ara macao	Puntarenas	2	9.780881	-84.6061	10	2	2023
Ara macao	Puntarenas	6	9.700802	-84.668686	13	12	2023
Ara macao	Puntarenas	2	9.612422	-84.626724	27	5	2023
Ara macao	Puntarenas	8	9.808	-84.611	12	6	2023
Ara macao	Puntarenas	1	9.7574	-84.618324	19	1	2023
Ara macao	Puntarenas	5	9.820189	-84.60742	26	5	2023
Ara macao	Puntarenas	2	8.403594	-83.28388	30	12	2023
Ara macao	Puntarenas	3	9.742403	-84.63071	27	5	2023
Ara macao	Puntarenas	2	9.520185	-84.44107	12	1	2023
Ara macao	Puntarenas	10	8.445412	-83.28515	30	10	2022
Ara macao	Puntarenas	2	8.525614	-83.40184	18	9	2023
Ara macao	Puntarenas	3	8.542919	-83.361404	16	9	2023
Ara macao	Puntarenas	3	9.780881	-84.6061	14	12	2023
Ara macao	Puntarenas	4	8.529737	-83.28574	11	12	2023
Ara macao	Puntarenas	2	8.459955	-83.462875	26	12	2023
Ara macao	Puntarenas	8	9.820503	-84.5865	10	12	2023
Ara macao	Puntarenas	12	9.808	-84.611	3	11	2023
Ara macao	Puntarenas	1	9.322548	-83.96685	11	5	2023
Ara macao	Puntarenas	2	9.760864	-84.59789	4	5	2023
Ara macao	Puntarenas	3	8.859308	-83.47222	27	3	2019
Ara macao	Puntarenas	2	8.632217	-83.47326	6	6	2023
Ara macao	Puntarenas	2	8.731589	-83.465935	7	6	2023
Ara macao	Puntarenas	2	8.48025	-83.58934	25	12	2023
Ara macao	Puntarenas	4	8.695481	-83.67697	26	12	2023
Ara macao	Puntarenas	6	9.808	-84.611	13	1	2023
Ara macao	Puntarenas	5	8.640023	-83.16767	10	12	2023
Ara macao	Puntarenas	2	8.659917	-83.2801	20	12	2023
Ara macao	Puntarenas	6	8.447196	-83.48292	27	5	2023
Ara macao	Puntarenas	9	8.975377	-83.43933	29	9	2023
Ara macao	Puntarenas	1	9.797792	-84.6182	12	12	2023
Ara macao	Puntarenas	1	9.796523	-84.59653	17	6	2023
Ara macao	Puntarenas	2	9.647646	-84.65719	26	12	2023
Ara macao	Puntarenas	15	9.155193	-83.74801	25	11	2023
Ara macao	Puntarenas	5	9.431889	-84.165596	11	12	2023
Ara macao	Puntarenas	4	9.756832	-84.61199	13	4	2023
Ara macao	Puntarenas	2	9.756832	-84.61199	13	4	2023
Ara macao	Puntarenas	2	9.758384	-84.62774	13	12	2023
Ara macao	Puntarenas	2	9.732237	-85.017654	29	11	2023
Ara macao	Puntarenas	10	8.48025	-83.58934	14	12	2021
Ara macao	Puntarenas	8	9.58905	-84.623474	24	5	2023
Ara macao	Puntarenas	2	8.69172	-83.69611	13	5	2023
Ara macao	Puntarenas	1	9.588103	-84.58794	24	6	2023
Ara macao	Puntarenas	6	9.757941	-84.62729	13	6	2023
Ara macao	Puntarenas	2	8.859308	-83.47222	2	4	2023
Ara macao	Puntarenas	2	8.859308	-83.47222	22	5	2023
Ara macao	Puntarenas	6	9.779773	-84.62634	20	2	2023
Ara macao	Puntarenas	2	8.48025	-83.58934	24	12	2023
Ara macao	Puntarenas	2	9.397801	-84.16939	19	5	2023
Ara macao	Puntarenas	1	9.156635	-83.74004	18	6	2023
Ara macao	Puntarenas	4	9.847394	-84.679825	11	1	2023
Ara macao	Puntarenas	1	9.431889	-84.165596	27	12	2023
Ara macao	Puntarenas	10	8.525614	-83.40184	24	12	2023
Ara macao	Puntarenas	6	9.729741	-85.009026	8	12	2023
Ara macao	Puntarenas	2	9.779773	-84.62634	28	12	2023
Ara macao	Puntarenas	1	9.780881	-84.6061	20	1	2023
Ara macao	Puntarenas	35	9.779773	-84.62634	9	8	2023
Ara macao	Puntarenas	2	8.679522	-83.562126	4	12	2023
Ara macao	Puntarenas	3	9.420739	-84.15878	14	1	2023
Ara macao	Puntarenas	2	8.97748	-83.463425	10	1	2023
Ara macao	Puntarenas	4	8.448261	-83.50862	26	12	2023
Ara macao	Puntarenas	2	9.779773	-84.62634	2	11	2023
Ara macao	Puntarenas	2	9.647646	-84.65719	21	12	2023
Ara macao	Puntarenas	6	8.525614	-83.40184	20	12	2023
