Nombre	Provincia	Cuenta Individual	Latitud	Longitud	day	month	year
Ara macao	Puntarenas	2	9.722543	-85.02466	19	2	2021
Ara macao	Puntarenas	2	8.525614	-83.40184	14	3	2021
Ara macao	Puntarenas	2	9.153	-83.748	18	2	2021
Ara macao	Puntarenas	2	9.402996	-84.16268	25	3	2021
Ara macao	Puntarenas	2	9.429682	-84.17183	25	4	2021
Ara macao	Puntarenas	2	9.162754	-83.74828	1	4	2021
Ara macao	Puntarenas	6	8.447724	-83.48818	1	1	2021
Ara macao	Puntarenas	1	9.808	-84.611	12	4	2021
Ara macao	Puntarenas	1	8.676787	-83.4795	23	4	2021
Ara macao	Puntarenas	2	9.395717	-84.15266	29	4	2021
Ara macao	Puntarenas	20	9.599318	-84.61661	16	2	2021
Ara macao	Puntarenas	2	8.618763	-83.47601	22	3	2021
Ara macao	Puntarenas	14	9.770487	-84.62799	8	2	2021
Ara macao	Puntarenas	2	9.756832	-84.61199	27	4	2021
Ara macao	Puntarenas	1	8.676787	-83.4795	16	4	2021
Ara macao	Puntarenas	4	8.673178	-83.30569	22	3	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	21	3	2021
Ara macao	Puntarenas	2	8.456013	-83.091484	13	2	2021
Ara macao	Puntarenas	4	8.48025	-83.58934	14	2	2021
Ara macao	Puntarenas	6	9.808	-84.611	2	2	2021
Ara macao	Puntarenas	4	9.748546	-84.58717	24	3	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	9	3	2021
Ara macao	Puntarenas	2	9.654914	-84.65665	23	3	2021
Ara macao	Puntarenas	2	9.720096	-85.01807	11	2	2021
Ara macao	Puntarenas	22	8.587119	-83.401924	5	3	2021
Ara macao	Puntarenas	1	8.676787	-83.4795	22	4	2021
Ara macao	Puntarenas	2	9.594033	-85.09291	12	3	2021
Ara macao	Puntarenas	9	9.802893	-84.61476	10	1	2021
Ara macao	Puntarenas	2	8.528357	-83.41246	25	2	2021
Ara macao	Puntarenas	8	9.779773	-84.62634	19	3	2021
Ara macao	Puntarenas	2	9.796523	-84.59653	17	3	2021
Ara macao	Puntarenas	2	9.822403	-84.939285	8	5	2021
Ara macao	Puntarenas	2	9.725738	-84.651215	3	2	2021
Ara macao	Puntarenas	12	8.48025	-83.58934	29	1	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	4	1	2021
Ara macao	Puntarenas	4	9.492146	-84.32673	17	1	2021
Ara macao	Puntarenas	1	9.780881	-84.6061	30	1	2021
Ara macao	Puntarenas	2	8.698601	-83.330826	3	1	2021
Ara macao	Puntarenas	3	8.687083	-83.66377	9	2	2021
Ara macao	Puntarenas	1	8.676787	-83.4795	25	4	2021
Ara macao	Puntarenas	7	9.406331	-84.15766	22	1	2021
Ara macao	Puntarenas	4	9.777435	-84.632126	5	3	2021
Ara macao	Puntarenas	4	9.748546	-84.58717	4	4	2021
Ara macao	Puntarenas	1	9.243443	-83.85128	5	4	2021
Ara macao	Puntarenas	2	8.540657	-83.30505	30	1	2021
Ara macao	Puntarenas	10	8.859308	-83.47222	21	4	2021
Ara macao	Puntarenas	2	8.676787	-83.4795	23	4	2021
Ara macao	Puntarenas	4	8.724694	-83.421036	7	4	2021
Ara macao	Puntarenas	15	9.756832	-84.61199	1	3	2021
Ara macao	Puntarenas	2	9.569943	-84.59618	18	2	2021
Ara macao	Puntarenas	2	9.194823	-83.75957	14	2	2021
Ara macao	Puntarenas	4	8.473771	-83.59324	11	4	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	26	1	2021
Ara macao	Puntarenas	2	9.781933	-84.640945	25	1	2021
Ara macao	Puntarenas	2	9.920693	-84.71255	19	4	2021
Ara macao	Puntarenas	2	9.313374	-83.90569	25	2	2021
Ara macao	Puntarenas	2	8.676787	-83.4795	23	4	2012
Ara macao	Puntarenas	2	8.48025	-83.58934	17	3	2021
Ara macao	Puntarenas	3	9.756832	-84.61199	20	3	2021
Ara macao	Puntarenas	6	8.528769	-83.40529	8	3	2021
Ara macao	Puntarenas	2	8.480055	-83.59735	6	1	2021
Ara macao	Puntarenas	2	8.575761	-83.48417	26	2	2021
Ara macao	Puntarenas	36	8.480156	-83.58945	24	4	2021
Ara macao	Puntarenas	4	8.48025	-83.58934	15	3	2021
Ara macao	Puntarenas	1	9.265969	-83.82467	15	1	2021
Ara macao	Puntarenas	15	9.74933	-85.031	9	1	2021
Ara macao	Puntarenas	6	8.528769	-83.40529	8	3	2021
Ara macao	Puntarenas	4	8.734667	-83.415985	26	2	2021
Ara macao	Puntarenas	2	9.271514	-83.880745	15	1	2021
Ara macao	Puntarenas	2	9.491307	-84.33264	3	4	2021
Ara macao	Puntarenas	4	8.676787	-83.4795	5	4	2021
Ara macao	Puntarenas	4	9.796523	-84.59653	16	2	2021
Ara macao	Puntarenas	2	8.828844	-83.53253	26	1	2021
Ara macao	Puntarenas	10	8.48025	-83.58934	26	4	2021
Ara macao	Puntarenas	8	9.779773	-84.62634	19	3	2021
Ara macao	Puntarenas	2	9.492146	-84.32673	25	1	2021
Ara macao	Puntarenas	22	9.808	-84.611	8	3	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	18	3	2021
Ara macao	Puntarenas	12	8.697105	-83.65395	1	3	2021
Ara macao	Puntarenas	4	9.779773	-84.62634	3	2	2021
Ara macao	Puntarenas	2	9.492146	-84.32673	21	1	2021
Ara macao	Puntarenas	10	9.654914	-84.65665	24	1	2021
Ara macao	Puntarenas	4	8.68996	-83.66772	8	2	2021
Ara macao	Puntarenas	2	9.072426	-83.66174	14	4	2021
Ara macao	Puntarenas	3	9.808	-84.611	9	3	2021
Ara macao	Puntarenas	1	9.153	-83.748	17	3	2021
Ara macao	Puntarenas	2	8.612348	-83.48187	21	3	2021
Ara macao	Puntarenas	7	9.720096	-85.01807	9	1	2021
Ara macao	Puntarenas	6	9.637455	-84.63381	4	4	2021
Ara macao	Puntarenas	4	9.780881	-84.6061	19	2	2021
Ara macao	Puntarenas	2	9.756832	-84.61199	19	3	2021
Ara macao	Puntarenas	4	9.780881	-84.6061	25	2	2021
Ara macao	Puntarenas	2	8.48025	-83.58934	17	1	2021
Ara macao	Puntarenas	3	9.87398	-84.70401	13	1	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	30	3	2021
Ara macao	Puntarenas	1	8.48025	-83.58934	13	1	2021
Ara macao	Puntarenas	8	9.645952	-84.60518	28	3	2021
Ara macao	Puntarenas	6	9.593285	-84.5835	10	4	2021
Ara macao	Puntarenas	1	8.920983	-83.54365	26	2	2021
Ara macao	Puntarenas	32	8.969604	-83.45961	5	3	2021
Ara macao	Puntarenas	1	9.780881	-84.6061	25	3	2021
Ara macao	Puntarenas	3	8.639354	-83.43494	16	1	2021
Ara macao	Puntarenas	4	9.756832	-84.61199	16	1	2021
Ara macao	Puntarenas	6	9.756832	-84.61199	24	2	2021
Ara macao	Puntarenas	6	9.515095	-84.42624	22	3	2021
Ara macao	Puntarenas	2	8.400109	-83.28505	7	1	2021
Ara macao	Puntarenas	10	9.720096	-85.01807	22	1	2021
Ara macao	Puntarenas	3	9.761677	-84.62699	16	4	2021
Ara macao	Puntarenas	1	9.271514	-83.880745	20	3	2021
Ara macao	Puntarenas	32	8.969624	-83.45964	5	3	2021
Ara macao	Puntarenas	2	9.796523	-84.59653	19	3	2021
Ara macao	Puntarenas	10	8.62076	-83.73487	1	4	2021
Ara macao	Puntarenas	3	8.975306	-83.46313	5	3	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	24	2	2021
Ara macao	Puntarenas	2	9.796523	-84.59653	19	3	2021
Ara macao	Puntarenas	10	9.808	-84.611	24	3	2021
Ara macao	Puntarenas	1	8.582854	-83.49223	5	3	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	8	4	2021
Ara macao	Puntarenas	2	8.828844	-83.53253	25	3	2021
Ara macao	Puntarenas	14	9.744313	-85.01305	13	2	2021
Ara macao	Puntarenas	8	8.525614	-83.40184	18	3	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	1	4	2021
Ara macao	Puntarenas	2	9.808	-84.611	10	1	2021
Ara macao	Puntarenas	2	8.679052	-83.68103	4	3	2021
Ara macao	Puntarenas	3	9.756832	-84.61199	20	3	2021
Ara macao	Puntarenas	2	9.425515	-84.15579	1	4	2021
Ara macao	Puntarenas	8	8.689055	-83.47608	17	1	2021
Ara macao	Puntarenas	4	9.592926	-84.5783	9	3	2021
Ara macao	Puntarenas	6	9.756832	-84.61199	24	2	2021
Ara macao	Puntarenas	3	9.777512	-85.01869	9	1	2021
Ara macao	Puntarenas	2	8.699632	-83.20425	20	3	2021
Ara macao	Puntarenas	3	9.756832	-84.61199	20	3	2021
Ara macao	Puntarenas	8	9.73858	-85.02853	8	1	2021
Ara macao	Puntarenas	2	8.612348	-83.48187	21	3	2021
Ara macao	Puntarenas	6	8.538923	-83.141785	7	2	2021
Ara macao	Puntarenas	7	8.48025	-83.58934	25	2	2021
Ara macao	Puntarenas	2	8.48025	-83.58934	7	1	2021
Ara macao	Puntarenas	2	9.492146	-84.32673	31	1	2021
Ara macao	Puntarenas	10	9.756832	-84.61199	24	3	2021
Ara macao	Puntarenas	14	9.779773	-84.62634	4	2	2021
Ara macao	Puntarenas	1	8.721142	-83.20348	17	2	2021
Ara macao	Puntarenas	7	8.355116	-83.135284	4	1	2021
Ara macao	Puntarenas	2	9.796523	-84.59653	19	3	2021
Ara macao	Puntarenas	6	8.48025	-83.58934	5	4	2021
Ara macao	Puntarenas	4	8.52111	-83.39991	1	1	2021
Ara macao	Puntarenas	10	9.404721	-84.158775	3	1	2021
Ara macao	Puntarenas	1	8.700666	-83.201965	28	2	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	11	1	2021
Ara macao	Puntarenas	3	9.820189	-84.60742	9	3	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	9	3	2021
Ara macao	Puntarenas	2	9.404486	-84.158844	22	2	2021
Ara macao	Puntarenas	2	9.404486	-84.158844	23	2	2021
Ara macao	Puntarenas	14	9.808	-84.611	20	3	2021
Ara macao	Puntarenas	4	9.779773	-84.62634	2	3	2021
Ara macao	Puntarenas	1	9.780881	-84.6061	28	3	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	13	3	2021
Ara macao	Puntarenas	1	8.721142	-83.20348	5	3	2021
Ara macao	Puntarenas	2	9.756832	-84.61199	11	3	2021
Ara macao	Puntarenas	2	8.538923	-83.141785	6	2	2021
Ara macao	Puntarenas	10	8.963144	-83.45587	6	3	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	18	3	2021
Ara macao	Puntarenas	18	9.745551	-85.01302	7	3	2021
Ara macao	Puntarenas	6	9.513907	-84.42021	7	3	2021
Ara macao	Puntarenas	9	8.582854	-83.49223	5	3	2021
Ara macao	Puntarenas	1	9.780881	-84.6061	11	3	2021
Ara macao	Puntarenas	6	9.502736	-84.328224	8	2	2021
Ara macao	Puntarenas	6	9.808	-84.611	2	1	2021
Ara macao	Puntarenas	3	9.820189	-84.60742	9	3	2021
Ara macao	Puntarenas	8	8.48025	-83.58934	21	2	2021
Ara macao	Puntarenas	6	8.62076	-83.73487	5	3	2021
Ara macao	Puntarenas	14	8.535528	-83.30426	7	3	2021
Ara macao	Puntarenas	2	9.744313	-85.01305	7	3	2021
Ara macao	Puntarenas	2	10.022565	-84.76785	8	2	2021
Ara macao	Puntarenas	2	9.569943	-84.59618	18	2	2021
Ara macao	Puntarenas	4	9.431889	-84.165596	8	1	2021
Ara macao	Puntarenas	1	8.400109	-83.28505	4	3	2021
Ara macao	Puntarenas	2	9.920693	-84.71255	11	2	2021
Ara macao	Puntarenas	2	9.583771	-84.60914	18	3	2021
Ara macao	Puntarenas	4	9.703488	-84.662285	25	1	2021
Ara macao	Puntarenas	4	9.84056	-84.60351	8	2	2021
Ara macao	Puntarenas	32	8.969624	-83.45964	5	3	2021
Ara macao	Puntarenas	4	9.404486	-84.158844	9	1	2021
Ara macao	Puntarenas	2	8.527757	-83.40718	22	2	2021
Ara macao	Puntarenas	3	9.787128	-84.925964	17	3	2021
Ara macao	Puntarenas	2	9.66345	-85.07718	14	2	2021
Ara macao	Puntarenas	3	8.724312	-83.32282	5	3	2021
Ara macao	Puntarenas	1	9.796523	-84.59653	12	2	2021
Ara macao	Puntarenas	2	9.404486	-84.158844	29	1	2021
Ara macao	Puntarenas	15	9.431889	-84.165596	5	1	2021
Ara macao	Puntarenas	6	9.800148	-84.60559	6	2	2021
Ara macao	Puntarenas	10	9.407875	-84.15974	21	1	2021
Ara macao	Puntarenas	1	9.132687	-83.69237	9	1	2021
Ara macao	Puntarenas	8	8.689055	-83.47608	8	3	2021
Ara macao	Puntarenas	1	9.616791	-84.63314	22	2	2021
Ara macao	Puntarenas	2	9.797792	-84.6182	25	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	9	3	2021
Ara macao	Puntarenas	4	9.780881	-84.6061	25	2	2021
Ara macao	Puntarenas	6	9.654914	-84.65665	28	2	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	2	3	2021
Ara macao	Puntarenas	6	8.368007	-83.141045	15	3	2021
Ara macao	Puntarenas	8	9.795746	-84.5989	4	3	2021
Ara macao	Puntarenas	3	9.780881	-84.6061	26	2	2021
Ara macao	Puntarenas	2	8.412669	-83.282104	3	3	2021
Ara macao	Puntarenas	1	8.689055	-83.47608	7	3	2021
Ara macao	Puntarenas	2	8.651417	-83.44382	17	1	2021
Ara macao	Puntarenas	1	8.475103	-83.58807	4	1	2021
Ara macao	Puntarenas	8	8.535082	-83.30263	4	3	2021
Ara macao	Puntarenas	2	9.583771	-84.60914	19	3	2021
Ara macao	Puntarenas	1	9.780881	-84.6061	9	3	2021
Ara macao	Puntarenas	6	9.166882	-83.74341	18	2	2021
Ara macao	Puntarenas	10	9.760864	-84.59789	13	2	2021
Ara macao	Puntarenas	1	8.618763	-83.47601	26	2	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	7	2	2021
Ara macao	Puntarenas	2	9.271514	-83.880745	28	2	2021
Ara macao	Puntarenas	6	9.802288	-84.60674	25	2	2021
Ara macao	Puntarenas	2	8.412669	-83.282104	3	3	2021
Ara macao	Puntarenas	4	8.666301	-83.64951	5	3	2021
Ara macao	Puntarenas	6	9.756832	-84.61199	3	3	2021
Ara macao	Puntarenas	4	8.393346	-83.30124	11	2	2021
Ara macao	Puntarenas	6	9.404522	-84.159584	7	2	2021
Ara macao	Puntarenas	2	8.525614	-83.40184	7	3	2021
Ara macao	Puntarenas	4	9.779773	-84.62634	2	3	2021
Ara macao	Puntarenas	3	9.787128	-84.925964	17	3	2021
Ara macao	Puntarenas	1	8.582854	-83.49223	5	3	2021
Ara macao	Puntarenas	1	9.800148	-84.60559	25	2	2021
Ara macao	Puntarenas	10	9.756832	-84.61199	26	1	2021
Ara macao	Puntarenas	2	8.681203	-83.66796	1	1	2021
Ara macao	Puntarenas	2	8.828844	-83.53253	26	1	2021
Ara macao	Puntarenas	2	9.398634	-84.15417	14	1	2021
Ara macao	Puntarenas	2	9.492146	-84.32673	27	1	2021
Ara macao	Puntarenas	3	8.535082	-83.30263	5	3	2021
Ara macao	Puntarenas	2	8.659163	-83.66847	24	2	2021
Ara macao	Puntarenas	2	8.679683	-83.663284	21	2	2021
Ara macao	Puntarenas	8	9.606529	-84.62307	12	2	2021
Ara macao	Puntarenas	10	8.963144	-83.45587	6	3	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	17	1	2021
Ara macao	Puntarenas	2	9.704391	-84.66318	7	3	2021
Ara macao	Puntarenas	1	9.962122	-84.73542	6	1	2021
Ara macao	Puntarenas	1	9.593028	-84.62377	21	2	2021
Ara macao	Puntarenas	1	8.478844	-83.595634	27	2	2021
Ara macao	Puntarenas	4	8.571975	-83.512764	5	3	2021
Ara macao	Puntarenas	1	9.781933	-84.640945	12	1	2021
Ara macao	Puntarenas	2	9.156062	-83.74762	12	1	2021
Ara macao	Puntarenas	4	9.720096	-85.01807	8	1	2021
Ara macao	Puntarenas	3	9.161731	-83.735214	6	3	2021
Ara macao	Puntarenas	2	9.616791	-84.63314	7	2	2021
Ara macao	Puntarenas	10	9.808	-84.611	2	2	2021
Ara macao	Puntarenas	6	8.412669	-83.282104	15	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	3	2	2021
Ara macao	Puntarenas	1	9.816769	-84.66	10	3	2021
Ara macao	Puntarenas	11	8.48025	-83.58934	7	2	2021
Ara macao	Puntarenas	1	9.594363	-84.58357	16	2	2021
Ara macao	Puntarenas	3	9.780881	-84.6061	12	1	2021
Ara macao	Puntarenas	2	9.25347	-83.86707	6	2	2021
Ara macao	Puntarenas	3	9.398634	-84.15417	15	1	2021
Ara macao	Puntarenas	6	9.784446	-84.5664	29	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	15	1	2021
Ara macao	Puntarenas	1	8.689055	-83.47608	2	3	2021
Ara macao	Puntarenas	11	9.756832	-84.61199	4	3	2021
Ara macao	Puntarenas	4	9.780881	-84.6061	12	1	2021
Ara macao	Puntarenas	2	9.98031	-84.74996	30	1	2021
Ara macao	Puntarenas	5	9.808	-84.611	19	2	2021
Ara macao	Puntarenas	2	8.543749	-83.35411	3	2	2021
Ara macao	Puntarenas	4	9.645952	-84.60518	15	1	2021
Ara macao	Puntarenas	2	9.920693	-84.71255	12	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	15	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	23	2	2021
Ara macao	Puntarenas	4	9.779773	-84.62634	15	1	2021
Ara macao	Puntarenas	2	8.543749	-83.35411	4	2	2021
Ara macao	Puntarenas	4	9.384527	-84.14306	10	1	2021
Ara macao	Puntarenas	2	9.248461	-83.85462	18	2	2021
Ara macao	Puntarenas	2	9.808	-84.611	4	2	2021
Ara macao	Puntarenas	2	9.745885	-85.014404	1	2	2021
Ara macao	Puntarenas	2	9.161731	-83.735214	23	1	2021
Ara macao	Puntarenas	4	9.155929	-83.74749	14	1	2021
Ara macao	Puntarenas	8	9.756832	-84.61199	17	1	2021
Ara macao	Puntarenas	6	9.157036	-83.73993	5	2	2021
Ara macao	Puntarenas	7	8.687083	-83.66377	29	1	2021
Ara macao	Puntarenas	6	9.779773	-84.62634	18	2	2021
Ara macao	Puntarenas	2	9.758169	-85.04177	25	1	2021
Ara macao	Puntarenas	4	9.404486	-84.158844	16	1	2021
Ara macao	Puntarenas	5	8.687083	-83.66377	29	1	2021
Ara macao	Puntarenas	1	9.156081	-83.739746	12	2	2021
Ara macao	Puntarenas	3	8.48025	-83.58934	29	1	2021
Ara macao	Puntarenas	2	8.708569	-83.18768	7	2	2021
Ara macao	Puntarenas	8	9.756832	-84.61199	17	1	2021
Ara macao	Puntarenas	5	8.689055	-83.47608	4	1	2021
Ara macao	Puntarenas	4	9.393257	-84.15318	26	1	2021
Ara macao	Puntarenas	5	8.687083	-83.66377	27	1	2021
Ara macao	Puntarenas	9	8.62076	-83.73487	26	1	2021
Ara macao	Puntarenas	2	9.771932	-84.62963	7	1	2021
Ara macao	Puntarenas	12	8.972	-83.4625	7	2	2021
Ara macao	Puntarenas	1	9.581114	-84.61141	7	2	2021
Ara macao	Puntarenas	3	9.839767	-84.58494	1	2	2021
Ara macao	Puntarenas	6	8.412669	-83.282104	1	1	2021
Ara macao	Puntarenas	6	8.734667	-83.415985	30	1	2021
Ara macao	Puntarenas	2	8.48025	-83.58934	9	1	2021
Ara macao	Puntarenas	3	9.403884	-84.15548	11	1	2021
Ara macao	Puntarenas	4	8.734667	-83.415985	14	1	2021
Ara macao	Puntarenas	1	9.694675	-85.01525	9	1	2021
Ara macao	Puntarenas	2	9.930158	-84.716125	12	1	2021
Ara macao	Puntarenas	2	9.786461	-84.63591	9	1	2021
Ara macao	Puntarenas	18	9.74368	-85.00647	9	1	2021
Ara macao	Puntarenas	8	9.857329	-84.65604	2	1	2021
Ara macao	Puntarenas	4	9.404486	-84.158844	13	1	2021
Ara macao	Puntarenas	6	9.797792	-84.6182	20	1	2021
Ara macao	Puntarenas	2	9.595757	-84.61794	11	1	2021
Ara macao	Puntarenas	18	9.74368	-85.00647	9	1	2021
Ara macao	Puntarenas	1	9.78329	-84.63312	2	2	2021
Ara macao	Puntarenas	3	9.822858	-84.94042	9	1	2021
Ara macao	Puntarenas	4	9.807105	-84.611916	19	1	2021
Ara macao	Puntarenas	2	9.720096	-85.01807	8	1	2021
Ara macao	Puntarenas	4	9.75934	-84.62796	11	1	2021
Ara macao	Puntarenas	2	8.650492	-83.18288	3	1	2021
Ara macao	Puntarenas	1	8.734667	-83.415985	5	1	2021
Ara macao	Puntarenas	2	8.687083	-83.66377	6	1	2021
Ara macao	Puntarenas	1	9.16511	-83.75337	17	1	2021
Ara macao	Puntarenas	2	9.780881	-84.6061	20	1	2021
Ara macao	Puntarenas	6	9.596303	-84.58536	7	1	2021
Ara macao	Puntarenas	4	8.689055	-83.47608	6	1	2021
Ara macao	Puntarenas	6	8.734667	-83.415985	12	1	2021
Ara macao	Puntarenas	1	9.756832	-84.61199	7	1	2021
Ara macao	Puntarenas	2	9.398634	-84.15417	11	1	2021
Ara macao	Puntarenas	1	9.77942	-84.60321	2	2	2021
Ara macao	Puntarenas	3	9.153	-83.748	17	1	2021
Ara macao	Puntarenas	2	9.502047	-84.32303	12	1	2021
Ara macao	Puntarenas	2	9.502047	-84.32303	13	1	2021
Ara macao	Puntarenas	4	9.780881	-84.6061	12	1	2021
Ara macao	Puntarenas	4	9.637455	-84.63381	7	1	2021
Ara macao	Puntarenas	1	9.580474	-84.56781	7	1	2021
Ara macao	Puntarenas	5	8.734667	-83.415985	7	1	2021
Ara macao	Puntarenas	8	8.689055	-83.47608	17	1	2021
Ara macao	Puntarenas	4	9.155929	-83.74749	14	1	2021
Ara macao	Puntarenas	5	8.689055	-83.47608	15	1	2021
Ara macao	Puntarenas	1	9.821539	-84.94116	9	1	2021
Ara macao	Puntarenas	5	8.442021	-83.45631	1	1	2021
Ara macao	Puntarenas	2	9.637455	-84.63381	17	1	2021
Ara macao	Puntarenas	2	8.694051	-83.673096	4	1	2021
Ara macao	Puntarenas	6	8.447724	-83.48818	1	1	2021
Ara macao	Puntarenas	2	8.734667	-83.415985	13	1	2021
Ara macao	Puntarenas	5	9.780881	-84.6061	4	1	2021
Ara macao	Puntarenas	5	8.724312	-83.32282	2	1	2021
Ara macao	Puntarenas	8	9.072426	-83.66174	3	1	2021
Ara macao	Puntarenas	3	9.777512	-85.01869	9	1	2021
Ara macao	Puntarenas	4	9.074626	-83.657524	2	1	2021
Ara macao	Puntarenas	7	9.157356	-83.74497	7	1	2021
Ara macao	Puntarenas	11	8.734667	-83.415985	6	1	2021
Ara macao	Puntarenas	6	9.796523	-84.59653	3	1	2021
Ara macao	Puntarenas	1	8.734667	-83.415985	10	1	2021
Ara macao	Puntarenas	4	9.405014	-84.15692	2	2	2020
Ara macao	Puntarenas	8	8.412669	-83.282104	1	1	2021
Ara macao	Puntarenas	4	9.415978	-84.15469	26	1	2017
Ara macao	Puntarenas	2	9.654914	-84.65665	1	1	2021
Ara macao	Puntarenas	4	9.415978	-84.15469	24	1	2017
Ara macao	Puntarenas	6	9.404486	-84.158844	28	12	2020
Ara macao	Puntarenas	2	9.920693	-84.71255	28	12	2020
Ara macao	Puntarenas	10	8.734777	-83.41558	20	12	2020
Ara macao	Puntarenas	14	9.654914	-84.65665	17	11	2020
Ara macao	Puntarenas	6	9.780872	-84.60635	8	12	2020
Ara macao	Puntarenas	4	8.670985	-83.560455	11	12	2020
Ara macao	Puntarenas	5	8.689992	-83.66428	17	12	2020
Ara macao	Puntarenas	8	8.48025	-83.58934	1	5	2013
Ara macao	Puntarenas	7	8.679683	-83.663284	19	12	2020
Ara macao	Puntarenas	2	9.816769	-84.66	4	10	2020
Ara macao	Puntarenas	2	9.782128	-84.637924	29	2	2020
Ara macao	Puntarenas	2	10.049593	-84.80591	6	12	2020
Ara macao	Puntarenas	1	8.557729	-83.57622	14	2	2020
Ara macao	Puntarenas	2	9.626975	-84.628136	12	10	2020
Ara macao	Puntarenas	3	9.072426	-83.66174	28	9	2020
Ara macao	Puntarenas	1	8.654342	-83.671875	6	10	2020
Ara macao	Puntarenas	2	9.407875	-84.15974	21	11	2020
Ara macao	Puntarenas	7	9.780881	-84.6061	5	2	2018
Ara macao	Puntarenas	5	9.920693	-84.71255	21	12	2020
Ara macao	Puntarenas	1	8.63281	-83.24375	23	8	2020
Ara macao	Puntarenas	7	9.148495	-83.76024	19	2	2019
Ara macao	Puntarenas	4	9.780881	-84.6061	27	9	2020
Ara macao	Puntarenas	2	8.68929	-83.66373	14	11	2020
Ara macao	Puntarenas	4	9.780881	-84.6061	17	6	2020
Ara macao	Puntarenas	20	9.725738	-84.651215	19	2	2019
Ara macao	Puntarenas	6	8.687083	-83.66377	28	11	2019
Ara macao	Puntarenas	2	8.478434	-83.282455	16	3	2020
Ara macao	Puntarenas	2	9.637455	-84.63381	14	6	2020
Ara macao	Puntarenas	6	9.720096	-85.01807	9	5	2020
Ara macao	Puntarenas	1	8.528502	-83.32593	9	5	2020
Ara macao	Puntarenas	2	9.805914	-84.61002	31	12	2020
Ara macao	Puntarenas	3	9.780881	-84.6061	30	11	2012
Ara macao	Puntarenas	3	8.97346	-83.51716	19	10	2020
Ara macao	Puntarenas	6	8.443185	-83.46236	17	7	2019
Ara macao	Puntarenas	2	9.740601	-85.021126	12	11	2020
Ara macao	Puntarenas	1	8.693711	-83.47532	27	1	2013
Ara macao	Puntarenas	4	9.161731	-83.735214	8	7	2016
Ara macao	Puntarenas	10	8.412669	-83.282104	22	12	2020
Ara macao	Puntarenas	2	8.525614	-83.40184	29	12	2020
Ara macao	Puntarenas	4	9.404503	-84.159294	27	4	2020
Ara macao	Puntarenas	2	8.689055	-83.47608	29	12	2020
Ara macao	Puntarenas	3	9.780881	-84.6061	6	7	2019
Ara macao	Puntarenas	6	8.618763	-83.47601	22	12	2020
Ara macao	Puntarenas	1	8.698478	-83.63133	24	7	2020
Ara macao	Puntarenas	3	9.569943	-84.59618	2	10	2019
Ara macao	Puntarenas	2	9.978285	-84.76212	22	12	2020
Ara macao	Puntarenas	6	8.62076	-83.73487	3	2	2020
Ara macao	Puntarenas	2	9.637455	-84.63381	21	3	2020
Ara macao	Puntarenas	4	8.62076	-83.73487	5	3	2019
Ara macao	Puntarenas	3	9.808	-84.611	10	2	2016
Ara macao	Puntarenas	2	9.780881	-84.6061	29	2	2020
Ara macao	Puntarenas	6	8.689396	-83.66849	16	2	2020
Ara macao	Puntarenas	11	9.651436	-84.634476	2	12	2020
Ara macao	Puntarenas	3	8.52111	-83.39991	22	3	2016
Ara macao	Puntarenas	1	8.528502	-83.32593	9	5	2020
Ara macao	Puntarenas	2	9.593092	-84.583725	30	11	2020
Ara macao	Puntarenas	4	8.407949	-83.28279	16	3	2020
Ara macao	Puntarenas	2	9.780528	-84.60623	29	2	2020
Ara macao	Puntarenas	10	8.687083	-83.66377	1	1	2020
Ara macao	Puntarenas	2	8.679683	-83.663284	19	11	2020
Ara macao	Puntarenas	4	9.760864	-84.59789	14	2	2020
Ara macao	Puntarenas	3	9.756832	-84.61199	26	2	2020
Ara macao	Puntarenas	2	8.538923	-83.141785	27	12	2020
Ara macao	Puntarenas	6	9.654914	-84.65665	25	12	2020
Ara macao	Puntarenas	1	9.637455	-84.63381	22	12	2020
Ara macao	Puntarenas	30	9.808	-84.611	10	7	2016
Ara macao	Puntarenas	2	8.525614	-83.40184	14	12	2020
Ara macao	Puntarenas	2	9.720096	-85.01807	12	2	2020
Ara macao	Puntarenas	2	9.756832	-84.61199	17	3	2020
Ara macao	Puntarenas	2	9.637455	-84.63381	30	12	2020
